,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,convention_workclass,convention_education,convention_marital-status,convention_occupation,convention_relationship,convention_race,convention_sex,convention_native-country,convention_income
10484,18,private,160984,11th,7,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50k,2,2,0,4,3,0,1,0,0
10487,27,private,285897,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,1848,45,united-states,>50k,2,1,1,3,1,0,0,0,1
10488,31,private,356689,bachelors,13,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,0,7,0,0,0,0,0
10489,52,federal-gov,192386,masters,14,married-civ-spouse,exec-managerial,husband,white,male,5013,0,40,united-states,<=50k,3,3,1,1,1,0,0,0,0
10490,46,private,394860,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,2,1,1,4,1,0,0,0,0
10491,30,private,113129,some-college,10,never-married,other-service,not-in-family,white,male,0,0,24,united-states,<=50k,2,5,0,4,0,0,0,0,0
10492,26,private,55929,bachelors,13,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,2,0,0,4,0,0,1,0,0
10493,48,local-gov,177018,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,4,3,1,3,1,0,0,0,1
10494,37,private,161141,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,5,1,10,1,0,0,0,1
10495,29,private,309463,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,4,1,10,1,0,0,0,0
10496,49,private,165468,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,7688,0,55,united-states,>50k,2,1,1,1,1,0,0,0,1
10497,24,private,49218,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,2,8,0,0,0,0,0
10498,74,self-emp-not-inc,119129,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,2149,20,united-states,<=50k,1,1,1,5,1,0,0,0,0
10499,56,self-emp-not-inc,162130,5th-6th,3,married-civ-spouse,exec-managerial,husband,white,male,0,1887,67,united-states,>50k,1,11,1,1,1,0,0,0,1
10500,39,federal-gov,129573,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,1741,40,united-states,<=50k,3,0,0,0,0,0,0,0,0
10501,21,private,306850,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,6,3,0,0,0,0
10502,29,private,135296,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,2258,45,united-states,>50k,2,0,0,1,0,0,1,0,1
10503,43,self-emp-not-inc,187322,hs-grad,9,divorced,other-service,unmarried,white,male,0,0,45,united-states,<=50k,1,1,2,4,4,0,0,0,0
10504,23,private,55674,bachelors,13,never-married,protective-serv,not-in-family,white,female,2907,0,40,united-states,<=50k,2,0,0,11,0,0,1,0,0
10505,26,private,148298,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50k,2,1,0,1,0,0,1,0,0
10506,47,private,34845,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,2,1,1,6,1,0,0,0,0
10507,27,private,200733,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,55,united-states,<=50k,2,1,1,8,1,0,0,0,0
10508,45,private,191858,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,>50k,2,1,1,8,1,0,0,0,1
10509,30,private,425528,hs-grad,9,never-married,protective-serv,own-child,white,male,0,0,70,united-states,<=50k,2,1,0,11,3,0,0,0,0
10510,35,private,44780,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,7688,0,20,united-states,>50k,2,5,1,0,2,0,1,0,1
10511,33,private,125856,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
10512,37,private,100508,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,1,1,10,1,0,0,0,1
10513,21,private,148294,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,20,united-states,<=50k,2,1,0,7,3,0,0,0,0
10514,42,private,39324,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,2,1,1,5,1,0,0,0,0
10515,48,federal-gov,147397,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,36,united-states,<=50k,3,1,1,0,1,0,0,0,0
10516,46,private,24728,hs-grad,9,never-married,craft-repair,not-in-family,white,female,0,0,48,united-states,<=50k,2,1,0,10,0,0,1,0,0
10517,36,private,177616,5th-6th,3,separated,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k,2,11,4,8,0,0,1,0,0
10518,54,private,163826,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,3,0,0,0,0,0
10519,25,private,199947,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k,2,1,1,0,2,0,1,0,0
10520,26,local-gov,386949,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,25,united-states,<=50k,4,1,2,0,4,0,1,0,0
10521,36,self-emp-inc,116133,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,57,united-states,<=50k,5,1,1,6,1,0,0,0,0
10522,56,self-emp-not-inc,196307,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,20,united-states,<=50k,1,0,0,3,0,0,0,0,0
10523,37,private,177181,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
10524,26,private,324854,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k,2,0,0,3,0,0,1,0,1
10525,23,private,188505,bachelors,13,never-married,other-service,own-child,white,female,0,0,25,united-states,<=50k,2,0,0,4,3,0,1,0,0
10526,23,state-gov,502316,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,0,0,0,3,0,0,1,0,0
10527,41,state-gov,26892,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,0,0,0,0,0,0,0,0,0
10528,55,private,102058,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,2,0,1,1,1,0,0,0,1
10529,39,private,167728,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
10530,67,local-gov,233681,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,<=50k,4,6,1,1,1,0,0,0,0
10531,60,private,26756,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,50,united-states,<=50k,2,1,6,5,0,0,1,0,0
10532,54,private,101890,hs-grad,9,widowed,sales,unmarried,white,female,0,0,40,united-states,<=50k,2,1,6,5,4,0,1,0,0
10533,38,private,192337,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,england,>50k,2,3,1,3,1,0,0,7,1
10534,47,private,340982,some-college,10,married-civ-spouse,machine-op-inspct,husband,asian-pac-islander,male,3103,0,40,philippines,>50k,2,5,1,8,1,2,0,11,1
10535,49,state-gov,102308,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,>50k,0,0,1,3,1,0,0,0,1
10536,19,private,84747,hs-grad,9,never-married,sales,own-child,white,female,0,0,24,united-states,<=50k,2,1,0,5,3,0,1,0,0
10537,20,private,197752,some-college,10,never-married,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,2,5,0,10,4,0,0,0,0
10538,66,private,185336,hs-grad,9,widowed,sales,other-relative,white,female,0,0,35,united-states,<=50k,2,1,6,5,5,0,1,0,0
10540,51,self-emp-not-inc,125417,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,42,united-states,>50k,1,3,1,1,1,0,0,0,1
10541,19,private,278480,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,0,1,0,0,0,0,0
10542,36,private,146412,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,2,5,2,0,4,0,1,0,0
10543,33,private,193042,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50k,2,1,1,6,1,0,0,0,1
10544,41,private,53956,bachelors,13,divorced,sales,not-in-family,white,male,0,1980,56,united-states,<=50k,2,0,2,5,0,0,0,0,0
10545,90,private,175491,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,9386,0,50,ecuador,>50k,2,1,1,10,1,0,0,16,1
10547,36,private,144154,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,1,0,0,1,0,0
10548,30,private,194901,prof-school,15,divorced,sales,own-child,white,male,0,0,55,united-states,<=50k,2,10,2,5,3,0,0,0,0
10549,35,private,335777,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,40,mexico,<=50k,2,5,2,1,0,0,0,4,0
10550,46,private,139268,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,2,3,1,1,1,0,0,0,1
10551,38,private,33887,hs-grad,9,never-married,machine-op-inspct,other-relative,white,male,0,0,40,united-states,<=50k,2,1,0,8,5,0,0,0,0
10552,24,private,283613,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k,2,0,1,3,1,0,0,0,0
10553,40,private,141245,bachelors,13,married-civ-spouse,other-service,wife,white,female,0,0,40,puerto-rico,<=50k,2,0,1,4,2,0,1,5,0
10554,49,private,298130,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,7,1,8,1,0,0,0,0
10555,19,private,186096,hs-grad,9,never-married,other-service,own-child,black,male,0,0,30,united-states,<=50k,2,1,0,4,3,1,0,0,0
10556,77,private,187656,some-college,10,widowed,priv-house-serv,not-in-family,white,female,0,0,20,united-states,<=50k,2,5,6,13,0,0,1,0,0
10557,46,private,102308,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,56,united-states,>50k,2,1,1,2,1,0,0,0,1
10558,41,private,124639,some-college,10,separated,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k,2,5,4,10,0,1,0,0,0
10559,28,private,388112,1st-4th,2,never-married,farming-fishing,unmarried,white,male,0,0,77,mexico,<=50k,2,15,0,7,4,0,0,4,0
10560,21,private,109952,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
10561,24,private,164529,12th,8,never-married,farming-fishing,own-child,black,male,0,0,40,united-states,<=50k,2,14,0,7,3,1,0,0,0
10562,36,private,247750,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,45,united-states,<=50k,2,1,1,6,1,1,0,0,0
10563,23,state-gov,103588,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,25,united-states,<=50k,0,5,0,0,3,0,0,0,0
10564,38,federal-gov,248919,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2051,40,united-states,<=50k,3,1,1,6,1,0,0,0,0
10565,29,self-emp-not-inc,178551,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1,1,1,10,1,0,0,0,0
10566,38,private,136137,some-college,10,married-civ-spouse,exec-managerial,other-relative,white,male,0,0,50,united-states,>50k,2,5,1,1,5,0,0,0,1
10567,47,federal-gov,55377,bachelors,13,never-married,adm-clerical,unmarried,black,male,0,0,40,united-states,>50k,3,0,0,0,4,1,0,0,1
10568,39,local-gov,177728,masters,14,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,4,3,2,3,0,0,1,0,0
10569,40,local-gov,243580,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,<=50k,4,0,1,3,1,0,0,0,0
10571,32,private,63910,hs-grad,9,divorced,adm-clerical,own-child,asian-pac-islander,female,0,0,40,united-states,<=50k,2,1,2,0,3,2,1,0,0
10572,23,private,219535,hs-grad,9,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,1,3,0,0,0,0
10573,44,state-gov,180609,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,0,1,1,11,1,0,0,0,0
10575,70,private,170428,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,20,puerto-rico,<=50k,2,0,6,3,4,0,1,5,0
10576,51,private,102615,masters,14,married-civ-spouse,protective-serv,husband,white,male,0,1977,40,united-states,>50k,2,3,1,11,1,0,0,0,1
10577,66,private,193132,9th,5,separated,other-service,not-in-family,black,female,0,0,30,united-states,<=50k,2,4,4,4,0,1,1,0,0
10578,57,self-emp-inc,124137,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,5,5,1,1,1,0,0,0,0
10579,36,private,136629,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k,2,5,1,8,1,0,0,0,1
10580,48,self-emp-inc,148995,bachelors,13,divorced,sales,not-in-family,white,male,0,0,60,united-states,>50k,5,0,2,5,0,0,0,0,1
10582,51,private,63424,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k,2,3,1,3,2,0,1,0,1
10583,43,private,241895,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,2,0,1,1,1,0,0,0,1
10584,27,private,266973,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k,2,1,1,10,1,0,0,0,0
10585,32,private,188048,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,2,0,0,0,3,0,1,0,0
10586,20,private,366929,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50k,2,5,0,0,3,0,1,0,0
10587,33,private,214129,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,2,0,0,0,1,0,0
10588,19,private,250818,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,0,0,0,0,0,0,0
10589,32,local-gov,240979,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,>50k,4,5,1,10,1,0,0,0,1
10590,35,private,98283,prof-school,15,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,40,india,>50k,2,10,0,3,0,2,0,3,1
10591,26,private,104746,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,5013,0,60,united-states,<=50k,2,1,1,10,1,0,0,0,0
10592,39,private,103710,hs-grad,9,never-married,sales,unmarried,white,female,0,0,60,united-states,<=50k,2,1,0,5,4,0,1,0,0
10593,24,private,159580,bachelors,13,never-married,other-service,own-child,black,female,0,0,75,united-states,<=50k,2,0,0,4,3,1,1,0,0
10594,45,private,117409,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,5,1,1,1,0,0,0,1
10595,20,private,140001,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,2,5,0,0,3,0,0,0,0
10596,49,state-gov,31650,bachelors,13,married-civ-spouse,prof-specialty,other-relative,white,female,0,0,45,united-states,<=50k,0,0,1,3,5,0,1,0,0
10597,35,state-gov,80771,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,0,3,0,3,0,0,1,0,0
10598,30,private,66278,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,0,0,0,0,1,0,0
10599,23,private,107801,some-college,10,never-married,adm-clerical,own-child,white,female,0,1617,25,united-states,<=50k,2,5,0,0,3,0,1,0,0
10600,33,private,206609,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50k,2,0,1,1,1,0,0,0,0
10601,35,private,282461,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,2,1,1,6,1,0,0,0,0
10602,31,private,188246,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k,2,3,1,3,1,0,0,0,0
10603,20,private,279763,11th,7,never-married,craft-repair,not-in-family,black,male,0,0,25,united-states,<=50k,2,2,0,10,0,1,0,0,0
10604,44,private,467799,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
10605,33,self-emp-not-inc,137674,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k,1,1,1,4,1,1,0,0,0
10606,50,private,158284,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,5,1,8,1,0,0,0,0
10607,25,private,204219,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,40,mexico,<=50k,2,1,0,0,4,0,1,4,0
10608,28,state-gov,210498,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,0,1,1,11,1,0,0,0,0
10609,60,federal-gov,63526,bachelors,13,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,>50k,3,0,1,0,1,1,0,0,1
10610,38,federal-gov,216924,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,3,9,1,10,1,0,0,0,0
10611,38,private,372559,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k,2,5,1,10,1,1,0,0,0
10612,57,federal-gov,199114,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,2258,40,united-states,<=50k,3,0,0,0,0,0,0,0,0
10613,50,private,168539,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,1,1,10,1,0,0,0,1
10614,39,local-gov,189911,11th,7,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,4,2,2,0,4,0,1,0,0
10615,69,local-gov,61958,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,1424,0,6,united-states,<=50k,4,1,1,10,1,0,0,0,0
10616,51,state-gov,68898,assoc-voc,11,divorced,tech-support,not-in-family,white,male,0,2444,39,united-states,>50k,0,9,2,9,0,0,0,0,1
10617,42,private,204450,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k,2,1,1,2,1,1,0,0,0
10618,53,private,311350,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,2,0,1,1,1,0,0,0,1
10619,37,private,113750,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,2,0,1,2,1,0,0,0,0
10620,37,private,359591,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,12,1,10,1,0,0,0,0
10621,38,private,132879,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7298,0,50,united-states,>50k,2,1,1,10,1,0,0,0,1
10622,20,private,301199,some-college,10,never-married,other-service,own-child,white,female,0,0,24,united-states,<=50k,2,5,0,4,3,0,1,0,0
10623,38,state-gov,267540,some-college,10,separated,adm-clerical,unmarried,black,female,0,0,38,united-states,<=50k,0,5,4,0,4,1,1,0,0
10624,52,private,185407,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,48,poland,>50k,2,9,1,10,1,0,0,12,1
10625,48,self-emp-inc,191277,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,5,9,1,1,1,0,0,0,1
10626,30,private,78980,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k,2,9,1,8,1,0,0,0,1
10627,37,self-emp-not-inc,241463,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1848,65,united-states,>50k,1,1,1,1,1,0,0,0,1
10628,47,private,216999,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,2,1,1,5,1,0,0,0,0
10629,33,local-gov,120508,bachelors,13,divorced,protective-serv,unmarried,white,female,0,0,60,germany,<=50k,4,0,2,11,4,0,1,9,0
10630,33,private,122612,hs-grad,9,married-spouse-absent,other-service,not-in-family,asian-pac-islander,female,0,0,35,thailand,<=50k,2,1,3,4,0,2,1,15,0
10631,20,private,94057,some-college,10,never-married,other-service,own-child,white,male,0,0,15,united-states,<=50k,2,5,0,4,3,0,0,0,0
10632,41,state-gov,197558,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,0,0,2,1,0,0,0,0,0
10633,32,private,351869,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,1485,45,united-states,>50k,2,5,1,6,1,0,0,0,1
10635,36,federal-gov,184556,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50k,3,0,1,1,2,0,1,0,0
10636,46,private,268281,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,2,0,0,3,0,0,1,0,0
10637,45,private,235646,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
10638,18,private,186909,some-college,10,never-married,other-service,own-child,white,female,0,0,16,united-states,<=50k,2,5,0,4,3,0,1,0,0
10639,62,private,35783,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,2,5,1,6,1,0,0,0,0
10640,33,private,188861,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,1,1,8,1,0,0,0,0
10641,42,private,363591,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,2,1,2,10,4,0,0,0,0
10642,18,private,469921,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,2,5,0,3,3,0,1,0,0
10643,32,private,51150,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,2,9,2,0,4,0,1,0,0
10644,43,private,174325,7th-8th,4,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50k,2,7,1,6,1,1,0,0,0
10645,20,private,347530,hs-grad,9,never-married,other-service,unmarried,black,female,0,0,25,united-states,<=50k,2,1,0,4,4,1,1,0,0
10646,50,private,72351,bachelors,13,divorced,sales,not-in-family,white,male,0,0,45,united-states,<=50k,2,0,2,5,0,0,0,0,0
10648,36,private,188571,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
10649,22,private,255252,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,10,3,0,0,0,0
10650,30,private,291951,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k,2,1,1,10,1,1,0,0,0
10651,33,self-emp-not-inc,223046,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1,1,0,10,0,0,0,0,0
10652,43,local-gov,37937,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,0,43,united-states,<=50k,4,6,1,9,1,0,0,0,0
10653,38,private,295127,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,5,1,8,1,0,0,0,0
10654,34,local-gov,183801,bachelors,13,never-married,other-service,not-in-family,white,male,0,0,14,united-states,<=50k,4,0,0,4,0,0,0,0,0
10655,40,private,116218,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,45,united-states,<=50k,2,5,4,0,4,0,1,0,0
10656,40,private,143069,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,1,1,8,1,0,0,0,0
10657,41,local-gov,235951,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,4,10,1,3,1,0,0,0,1
10658,57,private,112840,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,2,5,1,5,1,0,0,0,1
10659,65,local-gov,146454,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,1648,4,greece,<=50k,4,3,1,3,1,0,0,34,0
10660,52,federal-gov,43705,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50k,3,5,1,4,1,0,0,0,0
10661,59,private,122283,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,99999,0,40,india,>50k,2,10,1,3,1,2,0,3,1
10662,18,private,376647,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,2176,0,25,united-states,<=50k,2,1,0,2,3,0,0,0,0
10663,48,private,101299,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,<=50k,2,6,1,3,1,0,0,0,0
10664,45,private,96798,5th-6th,3,divorced,transport-moving,unmarried,white,male,0,0,40,united-states,<=50k,2,11,2,6,4,0,0,0,0
10665,24,private,194654,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,2,1,1,11,1,0,0,0,0
10666,27,state-gov,206889,assoc-acdm,12,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k,0,6,0,11,0,0,0,0,0
10667,40,private,226902,masters,14,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,>50k,2,3,1,1,1,0,0,0,1
10668,44,state-gov,150755,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,5013,0,40,united-states,<=50k,0,0,1,0,1,0,0,0,0
10669,24,private,200679,hs-grad,9,never-married,farming-fishing,own-child,black,male,0,0,50,united-states,<=50k,2,1,0,7,3,1,0,0,0
10670,71,private,183678,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,16,united-states,<=50k,2,10,1,3,1,0,0,0,0
10671,17,private,33138,12th,8,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k,2,14,0,5,3,0,0,0,0
10672,57,self-emp-not-inc,57071,some-college,10,married-civ-spouse,craft-repair,husband,white,male,3137,0,40,united-states,<=50k,1,5,1,10,1,0,0,0,0
10675,33,private,169496,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,2,1,1,2,1,0,0,0,0
10676,41,private,58124,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,2,1,1,4,1,0,0,0,0
10677,25,private,356344,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,2,0,0,0,3,0,1,0,0
10678,42,self-emp-not-inc,444134,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,15,united-states,<=50k,1,1,1,7,1,0,0,0,0
10680,34,private,219619,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,2,0,0,0,0,0
10682,27,local-gov,331046,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50k,4,0,0,3,0,0,1,0,0
10685,24,private,100345,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,20,united-states,<=50k,2,0,0,3,3,0,0,0,0
10686,23,private,205653,bachelors,13,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,<=50k,2,0,0,2,3,0,0,0,0
10687,33,private,112383,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k,2,5,1,3,1,0,0,0,0
10688,58,self-emp-inc,21626,assoc-voc,11,divorced,sales,not-in-family,white,male,2202,0,56,united-states,<=50k,5,9,2,5,0,0,0,0,0
10689,25,private,135568,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,2,4,1,2,1,0,0,0,0
